"wavelength" "BPf1sun00000" "BPf1sun00001" "BPf1sun00002" "BPf1sun00003" "BPf1sun00004" "BPf1sun00005" "BPf1sun00006" "BPf1sun00007" "BPf1sun00008" "BPf1sun00009" "BPf1sun00010" "BPf1sun00011" "BPf1sun00012" "BPf1sun00013" "BPf1sun00014" "BPf1sun00015" "BPf1sun00016" "BPf1sun00017" "BPf1sun00018" "BPf1sun00019" "BPf1sun00020" "BPf1sun00021" "BPf1sun00022" "BPf1sun00023" "BPf1sun00024" "BPf1sun00025" "BPf1sun00026" "BPf1sun00027" "BPf1sun00028" "BPf1sun00029" "BPf1sun00030" "BPf1sun00031" "BPf1sun00032" "BPf1sun00033" "BPf1sun00034" "BPf1sun00035" "BPf1sun00036" "BPf1sun00037" "BPf1sun00038" "BPf1sun00039" "BPf1sun00040" "BPf1sun00041" "BPf1sun00042" "BPf1sun00043" "BPf1sun00044" "BPf1sun00045" "BPf1sun00046" "BPf1sun00047" "BPf1sun00048" "BPf1sun00049" "BPf1sun00050" "BPf1sun00051" "BPf1sun00052" "BPf1sun00053" "BPf1sun00054" "BPf1sun00055" "BPf1sun00056" "BPf1sun00057" "BPf1sun00058" "BPf1sun00059" "BPf1sun00060" "BPf1sun00061" "BPf1sun00062" "BPf1sun00063" "BPf1sun00064" "BPf1sun00065" "BPf1sun00066" "BPf1sun00067" "BPf1sun00068" "BPf1sun00069" "BPf1sun00070" "BPf1sun00071"
546.81 0.632021773963118 0.62664653251272 0.602328818113825 0.614997553563619 0.561844699059974 0.53167854109072 0.558462799492509 0.542095305256455 0.52725650962925 0.528091676137771 0.525711726205553 0.518770166271395 0.553458435178306 0.547769687829513 0.514479125134785 0.513520615578276 0.507662013304173 0.471420350573781 0.463077463843128 0.428538898276853 0.420816358417806 0.416435071199553 0.387604433610104 0.38371954231789 0.380921343866993 0.366465084455164 0.365913607629982 0.338545718840062 0.327023287250372 0.319266491889598 0.323586236613356 0.325498377613128 0.32533856704312 0.322328953450051 0.319539163392611 0.331158463906385 0.337802037792121 0.344052806088969 0.352832742998351 0.369761154261874 0.354682513683443 0.351357521537106 0.35484263307854 0.361659780053765 0.364632067602628 0.346064626735237 0.340601159405816 0.343962361770575 0.363312486573275 0.347650685288664 0.326127194620726 0.327548183466004 0.315299773472355 0.312596198001993 0.327722024307184 0.313748921202668 0.303290443386669 0.300879897477733 0.296858256999772 0.285249904862263 0.286351443210797 0.285591865419298 0.271867163572821 0.26469758842609 0.253378238073553 0.252703423866858 0.25434105085994 0.248723214650078 0.243822976223403 0.243477833150811 0.243940766428009 0.242601714770966
547.27 0.631652912356898 0.623119370160481 0.600694697221565 0.612789428607057 0.561177759326733 0.529913498506894 0.558458484042921 0.541125912477726 0.528434485599426 0.525262938738901 0.52371481108616 0.515651642575058 0.550798010262176 0.546738738867626 0.513575779354844 0.510105891906576 0.506256595935704 0.469609575340527 0.461561149399446 0.426607766125046 0.418319342215355 0.416596057878752 0.38738311476941 0.383401621705622 0.378335218521983 0.366710171462187 0.363601426950817 0.337779980018133 0.324683296059387 0.318994404132343 0.322389211179379 0.324565070449478 0.324119908840329 0.321011407025316 0.317608343812665 0.33082389731058 0.337187811041536 0.342230394108838 0.349269779604064 0.369286521574907 0.351494620563186 0.349826549586856 0.3539290910718 0.359900346654977 0.362717283338149 0.345268419318419 0.338301449210238 0.341364741980536 0.360836731158208 0.347229900497312 0.324955151740199 0.329986258854278 0.314417729401456 0.310908671865202 0.324696941510951 0.311832672327345 0.302618344994767 0.300219427203424 0.296446048295835 0.285471194224705 0.287222826376907 0.284392666579407 0.272284286872873 0.263586696947311 0.25238088275078 0.252114286145547 0.252558584892269 0.248094177403798 0.24260001512166 0.241112030709395 0.242572789359079 0.241491126043647
547.73 0.627655441267787 0.620300260946221 0.598396878931417 0.609910794271641 0.556533791813146 0.526848187022286 0.555516986400789 0.539733227543048 0.525316781822778 0.524044409070458 0.522694631610616 0.514188004884538 0.548444270968158 0.545742417371585 0.510853062335218 0.508006625271505 0.504472916571162 0.467089971449736 0.459763569705371 0.424322938445038 0.415495618209839 0.411797233068933 0.38576000114424 0.383752551851308 0.378557726680224 0.364168314285273 0.361485270875715 0.337065686756798 0.322937246198462 0.315220035631152 0.319120283556917 0.322230044308156 0.321048737170229 0.320000322413089 0.31720278529875 0.328761481373153 0.335398692328751 0.342159684627314 0.347668405880733 0.366860903575365 0.34979216240126 0.348724478940392 0.352763740132779 0.360024244570045 0.360031372874732 0.344210904468489 0.337338279352721 0.339498164037252 0.35887282273832 0.344921245484698 0.323655565779448 0.326440880023425 0.313445565964515 0.310068341063528 0.324971378714901 0.309688699150599 0.300124514079983 0.300043970606516 0.293695195123412 0.282756217273155 0.284402844001084 0.282230433727308 0.270110960836747 0.26428497890203 0.251353731719005 0.249896666298954 0.252394960571486 0.246334407145821 0.241510228729352 0.240933351532262 0.241219892356663 0.24090893305037
548.19 0.626404150663071 0.620391000374536 0.596963800943453 0.607224785105273 0.55724578169015 0.527264722949831 0.5534922664317 0.538216022552644 0.524673530063008 0.52208132186734 0.521674651835265 0.512924134873187 0.550837503721266 0.542478466465912 0.511142333118107 0.507541627924832 0.503136750083051 0.468455162275656 0.459925231078092 0.423605461783814 0.41679672732585 0.413380061545423 0.38511413990141 0.382114356126842 0.376149477329981 0.363960432394831 0.360737773272749 0.336139344555094 0.323204380025458 0.31633708754541 0.321090466022642 0.323178186265537 0.320425248649448 0.318761860723045 0.316802786369318 0.328062940586161 0.335312396688162 0.340108273077069 0.348090936918253 0.366118422489455 0.350264239689031 0.348088687157568 0.353608478663343 0.359287158840096 0.361723885160525 0.342784918744589 0.336937192671065 0.339542798937162 0.359228481175424 0.344648414314553 0.323719882981081 0.326218079041959 0.313576299261636 0.310605055849214 0.323043278975233 0.311992440014455 0.300208923175146 0.300453640765361 0.294309991329138 0.283066677446002 0.28439254889075 0.28350928570872 0.269923547364352 0.261644627279014 0.250453147595896 0.251893983539594 0.25193854839633 0.247611334191989 0.242159144972578 0.23991909665482 0.241084719926509 0.239432446093358
548.64 0.632863441260126 0.624810821455701 0.603713657075888 0.613560213057873 0.562302608501779 0.531742017699509 0.559871340964084 0.543050079338932 0.52848376425335 0.528547212837806 0.524810711575746 0.517748355126913 0.552882459270569 0.54876275646237 0.513965133226381 0.512427359348964 0.508973036275176 0.472432498746673 0.462459285875876 0.428398712639295 0.420866777947525 0.418334067574248 0.388029710611469 0.385746405996482 0.380325647237502 0.366502974153728 0.364497708398864 0.338466812324409 0.32711213226909 0.318779861956625 0.323520230150751 0.323708100166456 0.323933380774367 0.321737637342582 0.320395704681539 0.331788927165088 0.338740049906606 0.341935170216972 0.351235826384363 0.370440021373611 0.352631255947968 0.351008309123347 0.355237553281763 0.362003384386735 0.364046458879574 0.346541856093572 0.340614496483026 0.343327922966373 0.360858186729756 0.347583768929205 0.326187766362816 0.328477406336185 0.315849151085279 0.311435110551677 0.327134842776349 0.313765680687189 0.302808823585912 0.301484277926715 0.296550143693507 0.285300683853399 0.285593009299425 0.286213901329797 0.272142415016148 0.264663414865826 0.252556428604982 0.252042730203448 0.25393981644331 0.248834069420786 0.243878013692453 0.242393057747456 0.243088493520282 0.243000297234411
549.1 0.637958326690272 0.630602539555434 0.610193673923309 0.620146045285223 0.566987444657155 0.538298958847393 0.56383607269567 0.54954500783249 0.534698733513309 0.533954708266793 0.531650883125821 0.523017297359728 0.559331036233107 0.555591196037469 0.519509692841472 0.519086027633103 0.514305314123086 0.476193804066256 0.467401925255232 0.431019685043118 0.424229604150591 0.419719481938834 0.393012045394619 0.389315984440214 0.383603096183915 0.372748346637402 0.368416174105107 0.341871325655672 0.32857401337604 0.322922039020612 0.324935402857647 0.32760790573656 0.327366005796108 0.326124032910401 0.322145081831288 0.334396148961288 0.339378839234088 0.346219873126599 0.354258525672531 0.37365360477982 0.356568572812632 0.354316132667569 0.359908163544245 0.365538738243755 0.368033297401067 0.348889012604285 0.343085107074966 0.346548197207725 0.365161865565121 0.350300824890554 0.329542045574676 0.33042297097767 0.318575450988986 0.315141765900048 0.329165375163972 0.31564645952336 0.305841146492002 0.304021099484752 0.298905107211694 0.288360547046701 0.289482179609363 0.287381322297649 0.274006476220051 0.265853311681606 0.255067913507575 0.254548808838144 0.255539221823506 0.25171009018479 0.245714758507139 0.244602409333158 0.244806494052583 0.244356717196254
549.56 0.63815886330176 0.631527901544437 0.608850686127334 0.620614816692722 0.567705665706425 0.53704456126971 0.563245413863546 0.547539326000087 0.534479533791135 0.53348252967886 0.531904333065194 0.523203102228186 0.557577510039855 0.554691615105924 0.522045775806451 0.517487403717106 0.513050993608292 0.476612846528574 0.465814581147102 0.430327067402944 0.423960177404645 0.419830771900284 0.391946541946961 0.389141276792269 0.383989618211784 0.371330658856767 0.367906402537417 0.3418759447194 0.328623797828568 0.322544344959617 0.325664835719354 0.327796895629574 0.326114425836647 0.324911824146135 0.322088974485286 0.334594527073038 0.340268813325755 0.346693076034477 0.35444031981125 0.373543155730539 0.354810307909634 0.354571351057171 0.358809087978203 0.364975155575217 0.36812776194084 0.348167716756881 0.344573801341269 0.346088942152013 0.364714177529778 0.351891582502156 0.330024706959236 0.333115522089958 0.317718101902692 0.31507252327227 0.329127006623947 0.31649856200764 0.305357883758272 0.304206926178353 0.299242277962827 0.287932443876958 0.289701597752654 0.288854459523466 0.274061899443525 0.267237927068364 0.255184423381142 0.253925678180223 0.255740609128438 0.252352615493419 0.246828972263773 0.244478664091415 0.246197503973321 0.244283077455336
550.02 0.637318337201886 0.629139648495462 0.605182393633209 0.617591525717554 0.563462657577833 0.534810798399021 0.563137995519285 0.546105377706621 0.532271602952127 0.531672124267336 0.529571896324421 0.522312315495438 0.557196562242148 0.551961865461428 0.518825409639336 0.515044629472408 0.511520659079728 0.473803045924107 0.466391125786961 0.430121279076687 0.42121266959005 0.419785662938158 0.390458028859919 0.388536228856199 0.38171214580208 0.369397143256804 0.365752796314333 0.340715621963279 0.326444938643395 0.321276435261865 0.325086388154237 0.326336760163779 0.325023852457708 0.322971640942054 0.320106648204075 0.332727413704838 0.339135677564674 0.345226819993407 0.353860506615678 0.371396562411782 0.354765967853565 0.353074371413713 0.356447385085682 0.362591132555071 0.364751776125102 0.348451402256432 0.342706094297618 0.344070512219074 0.362661451286138 0.349481088702486 0.327508650723565 0.332065534259591 0.317634089423587 0.313160213951134 0.329726513809321 0.314604976665518 0.303632185470657 0.30308882162491 0.298178445484248 0.285345049284134 0.287938269510319 0.286305116123447 0.273395854006633 0.266774970632737 0.254770846036483 0.253740597724775 0.254938097905465 0.249542203043112 0.244696328825253 0.243530816751645 0.244556885224542 0.243789912412667
550.48 0.631979661284539 0.627529151597319 0.604499549110564 0.615688932256418 0.562554340262718 0.530659923636429 0.560856506814597 0.544259530646167 0.530284261973573 0.527600741926192 0.526668630117767 0.519607153620684 0.554912281639418 0.549654120485387 0.515395214242728 0.513313820704765 0.507410089935413 0.472777105630454 0.463408415176605 0.427907621038192 0.420783962183938 0.417743665280932 0.389269024744938 0.386648820697262 0.381345341454117 0.366631735145322 0.364193441157614 0.338129066138605 0.327112743189608 0.318750634762292 0.323723274968778 0.32441058078739 0.323952092621111 0.322232778475892 0.31953884539408 0.332428138149057 0.336676811539583 0.342919388223371 0.351871475779232 0.37186730447642 0.353153943130811 0.352079527829334 0.355265337739787 0.360266572437285 0.365050392206657 0.346367772535432 0.340446893867372 0.343163082896451 0.361920910167465 0.34843622849822 0.32788712363723 0.330273707385509 0.316200132544876 0.313454797689419 0.32673016211212 0.313251870338794 0.303278673784094 0.300312087844901 0.297440146105712 0.286379818376774 0.286801603392922 0.285629214984828 0.271121445398768 0.264573616230399 0.253475495772918 0.252888307581361 0.252361839901632 0.248314880034553 0.244217727176886 0.242996905986058 0.243105306925262 0.242824773716644
550.94 0.633513862831402 0.625413271003789 0.603477311951293 0.615930983658153 0.562673986126834 0.532900882188409 0.560522599092527 0.544847240695748 0.530047203885348 0.529162664665599 0.525889261808328 0.519379915292046 0.552569156197026 0.549776574498663 0.514916248595934 0.512823816978629 0.509381215250025 0.470778166209623 0.463985673456962 0.428474490681181 0.421122052413359 0.417232957492846 0.388128270658112 0.386062956352426 0.379606155711761 0.368323970238613 0.365162890503176 0.338975795869553 0.325346785738877 0.31823089888362 0.323931444496912 0.324159400977022 0.324784407267455 0.323568765043203 0.319124375974135 0.331394698732449 0.336983468706137 0.341509539070889 0.35270926536147 0.369980281166077 0.352519329748566 0.350808159418115 0.354948210510953 0.361121998668043 0.363911377722097 0.345366888454721 0.340423647672836 0.342625920337476 0.361590897558716 0.348131820353965 0.327347192251882 0.329357293821141 0.316201365364153 0.311958358397927 0.326421677540109 0.312991447803921 0.303422898235006 0.300276776047892 0.296835803822496 0.285952434358537 0.285533219129586 0.284848475722054 0.271985662052833 0.265431067774376 0.251933634003317 0.252726363333901 0.253031295164503 0.248800544356464 0.243810417316307 0.242413549779502 0.242436754016503 0.242865194279919
551.39 0.633332108737896 0.628790958603522 0.606189441329741 0.616375209384659 0.565156404110106 0.535193903166187 0.562510273229508 0.546045614127244 0.530883863308281 0.531012433700941 0.530198028836134 0.522018574261612 0.556308374808866 0.551440071235003 0.519282933225855 0.516052844151843 0.509794006691362 0.474031061358956 0.465646527221329 0.42975824633729 0.423203935797451 0.419727485713919 0.389851478625261 0.387707020728353 0.382560012257838 0.369654957783177 0.366774115670197 0.339784097048587 0.326853141313154 0.320240009932011 0.323912978395298 0.325981479796886 0.325373370521011 0.321619934436009 0.320441592589424 0.332553795249903 0.338132570549557 0.345386896157337 0.353862173860407 0.371899330947877 0.354124819653137 0.354028942479776 0.357756171052201 0.362891124439833 0.364595717105212 0.348860239055123 0.341393358511506 0.344284835961837 0.363148770066551 0.348914054947742 0.328217859736332 0.33093863346298 0.316202816162117 0.313542204090665 0.327448648933862 0.315149808548856 0.304196976684139 0.302885706143076 0.296835027635665 0.286316461382601 0.287676950188069 0.285620874824425 0.272029928671327 0.26595170281573 0.254477309435905 0.253150138148522 0.254275860580967 0.248998726045132 0.244524810222937 0.24333666650974 0.244255927798369 0.243348404220143
551.85 0.635572107405294 0.62913638436016 0.605149639705635 0.61889954375953 0.56368793876361 0.53641578436738 0.562132067367178 0.546913364655332 0.531373563890774 0.531142130170815 0.528634622285917 0.521312991015599 0.557216197814907 0.553315311954278 0.518435443024417 0.515265352152624 0.509400698816731 0.473899252176771 0.46622693153324 0.428336257644618 0.422744344589039 0.417762978328939 0.391126100211902 0.386572527962474 0.381366611798534 0.370087179956677 0.366314173412037 0.338646601612359 0.327139618468794 0.319506116696858 0.325490009487163 0.32718173769831 0.325387055968096 0.322499866886478 0.32022353866023 0.333207019011534 0.338517335647461 0.345007031373656 0.351906280564625 0.371101227358736 0.35355300041913 0.351967802880507 0.355756948673382 0.363523029310018 0.365410510786471 0.347770104458706 0.342551920962318 0.345791321357845 0.362689422492952 0.348615789991605 0.327852147255645 0.330801622641694 0.317752609222285 0.314432974555167 0.32717116605077 0.314325808789575 0.304961646873969 0.302578776315076 0.297108189731419 0.286558197019025 0.289122365815036 0.287017114117865 0.273831372299896 0.266169852365266 0.253350979678504 0.253191227817263 0.254228915926843 0.249703846891196 0.245035628960751 0.243886280830896 0.24364573594709 0.243031131636368
552.31 0.636978811659269 0.630110361948965 0.607488011349356 0.619375726553474 0.566921002911245 0.536974714761805 0.56319871682996 0.54793825785962 0.532730543117492 0.533753541614706 0.530672956927372 0.52289758117227 0.557538166650388 0.551971164992187 0.519938001481815 0.516689878006646 0.511917485547664 0.474295527858808 0.467524543171756 0.432779022953735 0.424870762485838 0.419899361885431 0.39137254859058 0.389618604144216 0.383443585100371 0.371447165405763 0.36887761305716 0.34131625006892 0.327308048614715 0.321227605464049 0.324577516655867 0.326991136507212 0.325760410592932 0.323547733171856 0.321665327517588 0.332766332459882 0.340015568151732 0.346330487807341 0.354247458819767 0.37244088973206 0.355779879022651 0.352971130443684 0.357103281003706 0.364664998538928 0.366749433792023 0.348963721624633 0.341644687239374 0.344685930325283 0.363079161955798 0.350765425950999 0.328445123751661 0.332093336141289 0.317277100246078 0.315170181486321 0.329049290162936 0.313751867136322 0.305027895439577 0.302530780519606 0.298336336971236 0.286802332379271 0.288537283189922 0.287339088471291 0.272352109188631 0.266612589629895 0.254031720249363 0.253862597487401 0.254804127674629 0.250994407464549 0.24570019611911 0.24314151641183 0.24520283615501 0.244474616938006
552.77 0.633402963754327 0.627008675111584 0.60340410723641 0.616085385516165 0.563119630258634 0.534158931257685 0.562130715814729 0.544522543701614 0.5302231522035 0.529080599505879 0.52749740085124 0.519646216182904 0.555080042002283 0.55019948963479 0.516460126535902 0.511214752594971 0.508812201912002 0.472430195891938 0.463259309122326 0.427100435903986 0.420327873429149 0.417329939080601 0.389669708882833 0.386356797284232 0.380640551255078 0.367209987504224 0.364487201361049 0.339284273827462 0.324527149314287 0.319915616357938 0.323136020222339 0.324215540764074 0.323876485366614 0.321691369688312 0.319083568657546 0.330771563640527 0.336822838523593 0.344078018754718 0.352081922373499 0.37038551825356 0.352722169604294 0.35228473906411 0.35632201154639 0.363393733886571 0.364551374363911 0.347219793101347 0.341635860917023 0.344270896022461 0.363130391869403 0.348070333816038 0.326505353062766 0.330199951209008 0.316390109000175 0.312214381505022 0.326595480998218 0.31369588874518 0.301816461136996 0.301086689361878 0.297190111130868 0.286130701172697 0.286807860128704 0.285571774332931 0.272388043897699 0.265671938889313 0.25340369660067 0.252836381108604 0.252741508914935 0.249437141417701 0.244270729904593 0.242258352535788 0.24333187298651 0.242538233710448
553.23 0.629668478409584 0.62128596756423 0.598452341395662 0.61250213900784 0.558855547601442 0.52960510598267 0.557388940025771 0.539048930188693 0.526312396659043 0.525765194448837 0.522074878153776 0.515499638435764 0.549860262776222 0.54562345843055 0.51333847999941 0.509226611756635 0.505754859384136 0.46784742090534 0.460229836220754 0.423892677828234 0.417264038216845 0.415951420286193 0.387187563558893 0.382539657835074 0.377542825285164 0.365395140946121 0.362117597424117 0.336814348635747 0.323086683253561 0.31567363228263 0.320873478447022 0.322907217986092 0.321773960075851 0.319632754540644 0.316338944604797 0.329454409956198 0.335036613872689 0.339460063019228 0.34860338285858 0.368514099027335 0.350489906673674 0.34940019269197 0.35290475369303 0.358358312108362 0.361944951282964 0.343546379810509 0.337902135971647 0.339538865136828 0.359510272571293 0.344838285435401 0.324868187166418 0.326998385424513 0.313799774977805 0.309977472980778 0.324162316444245 0.310759075056016 0.299378341905078 0.297800724914233 0.294454018438887 0.282672507093445 0.284895610585615 0.28444041474646 0.268731819784373 0.261616987757385 0.251333335823483 0.250205916459621 0.251574837162644 0.246302052883556 0.240887953272522 0.240544237018766 0.242585114441092 0.239927972606467
553.69 0.636888544016798 0.631237142756936 0.607151333976466 0.619445240524514 0.56683225498843 0.537195122080821 0.563416151540436 0.548399357770835 0.532826600203651 0.533469258048758 0.530253403318328 0.523662763408506 0.55898365612142 0.552922917740691 0.519661894445201 0.51927036754213 0.512442382005939 0.475364446976845 0.466817863049872 0.432721069194307 0.424345919269878 0.420479148555623 0.391609451447103 0.388335822459112 0.383014661128623 0.369817272717134 0.367554056756378 0.340310605924483 0.328605610640293 0.322061781072222 0.32454935294292 0.326051471981109 0.325131419618499 0.324002038243435 0.320698702024478 0.334788156348714 0.339266909609561 0.34482434477053 0.354518624845255 0.37209409707717 0.354374958534937 0.35309836646092 0.358232378252003 0.364472510963429 0.365904812418023 0.348691745013773 0.342144509078412 0.344489201346485 0.364103995824729 0.349857132701584 0.328038556910767 0.332144076005299 0.317455377906273 0.31452743300899 0.32819681994881 0.315267122519006 0.304004587859903 0.302695827247118 0.297026903160625 0.286879249172558 0.288670061662057 0.286829282492101 0.272874377125883 0.265715686636262 0.253103209227263 0.254372385008186 0.254174412706747 0.249892190814726 0.24430785250455 0.243815127941585 0.24501450645609 0.242628472327193
554.14 0.63959254641151 0.632811216233449 0.609490215681998 0.622331117709988 0.567944993960948 0.538806882729906 0.565809018582319 0.548407419341169 0.535976728301553 0.533971628246137 0.531344741260396 0.524215329332446 0.560606123571704 0.555659682988547 0.52312029892328 0.518400502262136 0.513485164509563 0.475057839410446 0.468073332754404 0.431997780187096 0.424149749181393 0.421830925838843 0.393407455944507 0.391507889547873 0.384153928920849 0.369919953173204 0.367546878754481 0.341607494890083 0.328997137749199 0.322496761173859 0.327144969067105 0.328703858828796 0.326702347311016 0.324958834875247 0.323290712993132 0.334592429160208 0.341233045236855 0.346513788893822 0.354626751402179 0.374941136845132 0.354911207748579 0.354606294518917 0.359759353792793 0.36484492131423 0.368491377663928 0.348615092498868 0.343002238225385 0.345133865940449 0.365320543802466 0.350183068250116 0.329632046153846 0.333218533505889 0.318436878815575 0.314297852292586 0.32858001349237 0.316003654508012 0.305870871975401 0.303612123684431 0.298489233599857 0.288429953614429 0.288669852122347 0.287219367702329 0.274999501535617 0.267739521078122 0.255159689391369 0.254575215719619 0.255008176487159 0.250858562917789 0.246431376112262 0.244533041201023 0.245105228852229 0.244107277802113
554.6 0.643146404578827 0.633554915101176 0.612636176852776 0.625471919427289 0.570596826090922 0.54143470810426 0.5671170691018 0.549647739712617 0.537420570817852 0.535684506543481 0.534245268768892 0.527229321494061 0.563082502924191 0.557620709443323 0.523967488491846 0.519321286289804 0.514823730180823 0.479742932416754 0.470904738737669 0.43404715657118 0.427539509951942 0.423671757273529 0.393900276894422 0.392086464123486 0.386243448360971 0.371799592207487 0.370477837197593 0.343713843568494 0.330702288235773 0.322441145108583 0.328029990319705 0.328554845831155 0.328537853640707 0.326480637496638 0.323726107189822 0.335885445220705 0.341662511804547 0.34738270527938 0.356226478418257 0.37568660339256 0.357710284465372 0.354897491922315 0.360941296882967 0.366008997327506 0.369079924321923 0.351305231907014 0.345006591457207 0.34725738641033 0.366388210828677 0.352330474168482 0.331852034032039 0.33432824521717 0.319292113661421 0.315679340248728 0.33071563283886 0.31724686764648 0.308190241027604 0.304664735304077 0.299352750498275 0.288017949428242 0.290112249750909 0.288767466829103 0.275281879986435 0.267565823057602 0.255988387022866 0.254882704996722 0.257131949673472 0.250909906267965 0.245051885935111 0.246044829005668 0.24690576678142 0.244719697816766
555.06 0.640933660154075 0.634983395562232 0.612314467417464 0.623222924584253 0.569790782642444 0.539361327992682 0.566543075938956 0.550021880523374 0.537621440339259 0.534373727211069 0.531813324347844 0.526254514288639 0.561263202669778 0.55619691290969 0.521872475321107 0.519631648586062 0.515041949401193 0.477236594732006 0.469887119177487 0.432997677550944 0.426180154116816 0.421497341360545 0.393398199876399 0.389072113281428 0.384752413060364 0.371839626174755 0.36833983012376 0.342522741008826 0.330676030959902 0.322803147849462 0.32746832068318 0.328650750112861 0.327546356149049 0.32617068807266 0.322363099355268 0.33666989982839 0.341869343385818 0.348423561319816 0.356636839891922 0.374753765429897 0.3585981766887 0.357020008985161 0.359912165333927 0.365803131035185 0.368203774952259 0.349520354108964 0.343635877423802 0.346347290695868 0.365259660174384 0.351041266373494 0.330640335716018 0.333092393869468 0.319949367495168 0.315061127017005 0.329335228065085 0.31755267828573 0.306452374208074 0.304157910595953 0.299289337028776 0.288016105034176 0.28847004068421 0.288450280743642 0.274553499767321 0.267047866276564 0.256477743249365 0.254759896625882 0.256509476523688 0.250818488657197 0.245338465762068 0.244604167163538 0.247219337422836 0.24399351696977
555.52 0.639816937870184 0.633122146879473 0.609911594444947 0.620997192507798 0.569978894325971 0.539531412205344 0.56539702006715 0.550254743849803 0.534686491130115 0.535236483830006 0.532423352829657 0.526216277184684 0.560501014905329 0.556218232166731 0.522075577875335 0.518377367585792 0.513691609250569 0.477631196660847 0.468194212785037 0.433136826038127 0.424948891171931 0.420912568452421 0.393129713221017 0.390333971489677 0.385135491771228 0.372708615756034 0.367932528344366 0.342123486825372 0.328289283518875 0.322085175858403 0.32678056471082 0.328502392161793 0.326813440692447 0.325340385451398 0.321519621389465 0.335541946445911 0.341050747386178 0.346298934992188 0.354667595446311 0.373584887252432 0.356155084346166 0.355109077349854 0.358808024405624 0.365271842704826 0.367538005806918 0.350031096981136 0.344080394798526 0.346368475483516 0.364969396400422 0.351369421134624 0.329452706328582 0.332902843547277 0.317250747504531 0.315189205529852 0.328780378907337 0.317538544887769 0.305252073730153 0.304024234742542 0.299201619154937 0.287936806592665 0.288251487737012 0.288410761887864 0.274212837978299 0.26816515387828 0.25529556741061 0.254015887000831 0.254940234958335 0.250670639192355 0.246116292431849 0.244428037130235 0.246440491392378 0.245572010755755
555.98 0.633728100163387 0.623985070517502 0.602667987554247 0.616752674141961 0.562291525928641 0.5324636560084 0.560525280756967 0.543984686942901 0.529359021177933 0.52819392229088 0.527374604080646 0.518808861657926 0.553076154848169 0.550745810305295 0.51683884440272 0.51428225081826 0.507541984926599 0.472681854515052 0.465082353018863 0.428538413143696 0.420840736905751 0.41612489955349 0.388997555355605 0.386449349628425 0.379388854839757 0.367380490701435 0.364047276902173 0.338517213108013 0.326137380625405 0.317813092550948 0.322626908701165 0.32498740132862 0.325105398757985 0.32240826095761 0.318219011784644 0.331055641378561 0.337523679817357 0.343278057186079 0.350561537196181 0.369464008309091 0.35136324053218 0.349358047867339 0.355125647164811 0.361275395932606 0.363594872323121 0.346432960679341 0.341082680026451 0.341367460012969 0.362634330682535 0.347032310139556 0.32493706861605 0.329782293909828 0.314058993339425 0.31085391657044 0.325736903186992 0.312573532991709 0.303624910239427 0.300630835631792 0.296043501625545 0.285769689309756 0.285369252915938 0.284764710790134 0.270410217036417 0.264101799539281 0.252414259070372 0.252238107046439 0.254172651205335 0.247542853961305 0.24314109111496 0.241975082903639 0.242666968503538 0.242279087114232
556.43 0.625996248646417 0.618935969080827 0.597488824214876 0.608608450813048 0.556832466872037 0.5279460629265 0.55510576593518 0.537078845692807 0.523801692183003 0.523702295840154 0.52113354010084 0.512649294617695 0.547154492258556 0.544292556401527 0.510567703611634 0.508426919794691 0.503545527204753 0.465820542372386 0.458674495900795 0.421889958315544 0.415125967579739 0.413452505842882 0.384019533212797 0.381947920741943 0.376222522682027 0.362537801321992 0.359745940638256 0.334329642597066 0.321243908513684 0.31490067015372 0.3194538769188 0.319740664768382 0.320722322441992 0.318031957800189 0.314074864265014 0.327817863948713 0.334017934871366 0.339273076914908 0.347516564578877 0.365217224806955 0.348841601851415 0.347271415970718 0.351378556371921 0.357539686277493 0.359444151397441 0.342783740588681 0.335663269483393 0.338304491027721 0.357617720961424 0.342369258503765 0.323291337099646 0.325312501636086 0.311036104360994 0.308442365265287 0.321937919351863 0.309645872192445 0.298029073741754 0.296898332253008 0.29271290777872 0.281737648568809 0.283829410901767 0.281217030702039 0.267794533663252 0.261324635362672 0.249952734589415 0.248720754168674 0.250032854030517 0.245325503968671 0.240062327394463 0.239156900820477 0.239135586879221 0.239203761254204
